2021/10/02 22:06:08 Current CPU Temperature: %!s(float64=50.345)(%!s(float64=50)), fan is ON
2021/10/02 22:06:09 Current CPU Temperature: %!s(float64=50.345)(%!s(float64=50)), fan is ON
2021/10/02 22:06:10 Current CPU Temperature: %!s(float64=50.345)(%!s(float64=50)), fan is ON
2021/10/02 22:06:11 Current CPU Temperature: %!s(float64=50.345)(%!s(float64=50)), fan is ON
2021/10/02 22:06:12 Current CPU Temperature: %!s(float64=50.345)(%!s(float64=50)), fan is ON
2021/10/02 22:06:13 Current CPU Temperature: %!s(float64=50.345)(%!s(float64=50)), fan is ON
2021/10/02 22:06:14 Current CPU Temperature: %!s(float64=50.345)(%!s(float64=50)), fan is ON
2021/10/02 22:06:15 Current CPU Temperature: %!s(float64=50.345)(%!s(float64=50)), fan is ON
2021/10/02 22:06:16 Current CPU Temperature: %!s(float64=50.345)(%!s(float64=50)), fan is ON
2021/10/02 22:06:17 Current CPU Temperature: %!s(float64=50.345)(%!s(float64=50)), fan is ON
2021/10/02 22:06:18 Current CPU Temperature: %!s(float64=50.345)(%!s(float64=50)), fan is ON
2021/10/02 22:06:19 Current CPU Temperature: %!s(float64=50.345)(%!s(float64=50)), fan is ON
2021/10/02 22:06:21 Current CPU Temperature: %!s(float64=50.345)(%!s(float64=50)), fan is ON
2021/10/02 22:06:22 Current CPU Temperature: %!s(float64=50.345)(%!s(float64=50)), fan is ON
2021/10/02 22:06:23 Current CPU Temperature: %!s(float64=50.345)(%!s(float64=50)), fan is ON
2021/10/02 22:06:24 Current CPU Temperature: %!s(float64=50.345)(%!s(float64=50)), fan is ON
2021/10/02 22:06:25 Current CPU Temperature: %!s(float64=50.345)(%!s(float64=50)), fan is ON
2021/10/02 22:06:26 Current CPU Temperature: %!s(float64=50.345)(%!s(float64=50)), fan is ON
2021/10/02 22:06:27 Current CPU Temperature: %!s(float64=50.345)(%!s(float64=50)), fan is ON
2021/10/02 22:06:28 Current CPU Temperature: %!s(float64=50.345)(%!s(float64=50)), fan is ON
2021/10/02 22:06:29 Current CPU Temperature: %!s(float64=50.345)(%!s(float64=50)), fan is ON
2021/10/02 22:06:30 Current CPU Temperature: %!s(float64=50.345)(%!s(float64=50)), fan is ON
2021/10/02 22:06:31 Current CPU Temperature: %!s(float64=50.345)(%!s(float64=50)), fan is ON
2021/10/02 22:07:01 Current CPU Temperature: %!S(float64=50.345)(%!S(float64=50)), fan is ON
2021/10/02 22:07:02 Current CPU Temperature: %!S(float64=50.345)(%!S(float64=50)), fan is ON
2021/10/02 22:07:03 Current CPU Temperature: %!S(float64=50.345)(%!S(float64=50)), fan is ON
2021/10/02 22:07:04 Current CPU Temperature: %!S(float64=50.345)(%!S(float64=50)), fan is ON
2021/10/02 22:07:05 Current CPU Temperature: %!S(float64=50.345)(%!S(float64=50)), fan is ON
2021/10/02 22:07:06 Current CPU Temperature: %!S(float64=50.345)(%!S(float64=50)), fan is ON
2021/10/02 22:07:07 Current CPU Temperature: %!S(float64=50.345)(%!S(float64=50)), fan is ON
2021/10/02 22:07:08 Current CPU Temperature: %!S(float64=50.345)(%!S(float64=50)), fan is ON
2021/10/02 22:07:09 Current CPU Temperature: %!S(float64=50.345)(%!S(float64=50)), fan is ON
2021/10/02 22:07:10 Current CPU Temperature: %!S(float64=50.345)(%!S(float64=50)), fan is ON
2021/10/02 22:07:11 Current CPU Temperature: %!S(float64=50.345)(%!S(float64=50)), fan is ON
2021/10/02 22:07:12 Current CPU Temperature: %!S(float64=50.345)(%!S(float64=50)), fan is ON
2021/10/02 22:07:13 Current CPU Temperature: %!S(float64=50.345)(%!S(float64=50)), fan is ON
2021/10/02 22:07:14 Current CPU Temperature: %!S(float64=50.345)(%!S(float64=50)), fan is ON
2021/10/02 22:07:15 Current CPU Temperature: %!S(float64=50.345)(%!S(float64=50)), fan is ON
2021/10/02 22:07:16 Current CPU Temperature: %!S(float64=50.345)(%!S(float64=50)), fan is ON
2021/10/02 22:24:34 Current CPU Temperature: 50.345000(50.000000), fan is ON
2021/10/02 22:24:35 Current CPU Temperature: 50.345000(50.000000), fan is ON
2021/10/02 22:24:36 Current CPU Temperature: 50.345000(50.000000), fan is ON
2021/10/02 22:24:37 Current CPU Temperature: 50.345000(50.000000), fan is ON
2021/10/02 22:24:38 Current CPU Temperature: 50.345000(50.000000), fan is ON
2021/10/02 22:24:39 Current CPU Temperature: 50.345000(50.000000), fan is ON
2021/10/02 22:24:40 Current CPU Temperature: 50.345000(50.000000), fan is ON
2021/10/02 22:24:41 Current CPU Temperature: 50.345000(50.000000), fan is ON
2021/10/02 22:24:42 Current CPU Temperature: 50.345000(50.000000), fan is ON
2021/10/02 22:24:43 Current CPU Temperature: 50.345000(50.000000), fan is ON
2021/10/02 22:24:44 Current CPU Temperature: 50.345000(50.000000), fan is ON
2021/10/02 22:24:45 Current CPU Temperature: 50.345000(50.000000), fan is ON
2021/10/02 22:24:46 Current CPU Temperature: 50.345000(50.000000), fan is ON
2021/10/02 22:24:47 Current CPU Temperature: 50.345000(50.000000), fan is ON
2021/10/02 22:24:48 Current CPU Temperature: 50.345000(50.000000), fan is ON
2021/10/02 22:24:50 Current CPU Temperature: 50.345000(50.000000), fan is ON
2021/10/02 22:24:51 Current CPU Temperature: 50.345000(50.000000), fan is ON
2021/10/02 22:24:52 Current CPU Temperature: 50.345000(50.000000), fan is ON
2021/10/02 22:24:53 Current CPU Temperature: 50.345000(50.000000), fan is ON
2021/10/02 22:24:54 Current CPU Temperature: 50.345000(50.000000), fan is ON
2021/10/02 22:24:55 Current CPU Temperature: 50.345000(50.000000), fan is ON
2021/10/02 22:24:56 Current CPU Temperature: 50.345000(50.000000), fan is ON
2021/10/02 22:24:57 Current CPU Temperature: 50.345000(50.000000), fan is ON
2021/10/02 22:24:58 Current CPU Temperature: 50.345000(50.000000), fan is ON
2021/10/02 22:24:59 Current CPU Temperature: 50.345000(50.000000), fan is ON
2021/10/02 22:25:00 Current CPU Temperature: 50.345000(50.000000), fan is ON
2021/10/02 22:25:01 Current CPU Temperature: 50.345000(50.000000), fan is ON
2021/10/02 22:25:02 Current CPU Temperature: 50.345000(50.000000), fan is ON
2021/10/02 22:25:03 Current CPU Temperature: 50.345000(50.000000), fan is ON
2021/10/02 22:25:04 Current CPU Temperature: 50.345000(50.000000), fan is ON
2021/10/02 22:25:05 Current CPU Temperature: 50.345000(50.000000), fan is ON
2021/10/02 22:27:17 Current CPU Temperature: 50.34(50.00), fan is ON
2021/10/02 22:27:18 Current CPU Temperature: 50.34(50.00), fan is ON
2021/10/02 22:27:19 Current CPU Temperature: 50.34(50.00), fan is ON
2021/10/02 22:27:20 Current CPU Temperature: 50.34(50.00), fan is ON
2021/10/02 22:27:21 Current CPU Temperature: 50.34(50.00), fan is ON
2021/10/02 22:27:22 Current CPU Temperature: 50.34(50.00), fan is ON
2021/10/02 22:27:23 Current CPU Temperature: 50.34(50.00), fan is ON
2021/10/02 22:27:24 Current CPU Temperature: 50.34(50.00), fan is ON
2021/10/02 22:27:25 Current CPU Temperature: 50.34(50.00), fan is ON
2021/10/02 22:27:26 Current CPU Temperature: 50.34(50.00), fan is ON
2021/10/02 22:27:27 Current CPU Temperature: 50.34(50.00), fan is ON
2021/10/02 22:27:28 Current CPU Temperature: 50.34(50.00), fan is ON
2021/10/02 22:27:29 Current CPU Temperature: 50.34(50.00), fan is ON
